RA,ano_nascimento,idade_atual,genero,faixa_etaria,ano_ingresso,status,instituicao_ensino,fase_2022,fase_2023,fase_2024,pedra_2022,pedra_2023,pedra_2024,inde_2022,inde_2023,inde_2024,inde_media,classificacao_geral_2022,classificacao_geral_2023,classificacao_geral_2024,classificacao_geral_media,autoavaliacao_2022,autoavaliacao_2023,autoavaliacao_2024,autoavaliacao_media,engajamento_2022,engajamento_2023,engajamento_2024,engajamento_media,psicossocial_2022,psicossocial_2023,psicossocial_2024,psicossocial_media,aprendizagem_2022,aprendizagem_2023,aprendizagem_2024,aprendizagem_media,matematica_2022,matematica_2023,matematica_2024,matematica_media,portugues_2022,portugues_2023,portugues_2024,portugues_media,ingles_2022,ingles_2023,ingles_2024,ingles_media,adequacao_nivel_2022,adequacao_nivel_2023,adequacao_nivel_2024,adequacao_nivel_media,fase_ideal_2022,fase_ideal_2023,fase_ideal_2024
RA-1345,2015,10,Masculino,10-12 anos,2023,Ingressante 2024,Pública,,,,,,Ametista,,,7.2340128655000004,7.2340128655000004,,,,,,,8.502,8.502,,,9.4590643275,9.4590643275,,,7.51,7.51,,,6.25,6.25,,,6.0,6.0,,,6.5,6.5,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1346,2016,9,Masculino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.3701047619,7.3701047619,,,,,,,9.502,9.502,,,8.0595238095,8.0595238095,,,7.51,7.51,,,5.5,5.5,,,5.0,5.0,,,6.0,6.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1347,2015,10,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Agata,,,6.153842857100001,6.153842857100001,,,,,,,8.502,8.502,,,8.7857142855,8.7857142855,,,2.51,2.51,,,5.0,5.0,,,5.0,5.0,,,5.0,5.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1348,2015,10,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.9604662539,7.9604662539,,,,,,,7.502,7.502,,,8.5913312695,8.5913312695,,,7.51,7.51,,,9.0,9.0,,,10.0,10.0,,,8.0,8.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1349,2014,11,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.855727777800001,7.855727777800001,,,,,,,8.002,8.002,,,8.388888889,8.388888889,,,7.51,7.51,,,8.5,8.5,,,10.0,10.0,,,7.0,7.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1350,2014,11,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.335450000000002,8.335450000000002,,,,,,,8.502,8.502,,,10.0,10.0,,,8.755,8.755,,,8.5,8.5,,,10.0,10.0,,,7.0,7.0,,,,,,,5.0,5.0,,,Fase 2 (5° e 6° ano)
RA-1351,2015,10,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.1861038462,8.1861038462,,,,,,,9.002,9.002,,,9.230769231,9.230769231,,,8.13,8.13,,,8.75,8.75,,,10.0,10.0,,,7.5,7.5,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1352,2015,10,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.289950000000001,8.289950000000001,,,,,,,10.002,10.002,,,9.5,9.5,,,8.13,8.13,,,8.5,8.5,,,8.0,8.0,,,9.0,9.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1353,2014,11,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Agata,,,6.454700000000001,6.454700000000001,,,,,,,8.002,8.002,,,9.5,9.5,,,7.51,7.51,,,3.0,3.0,,,3.5,3.5,,,2.5,2.5,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1354,2014,11,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.353427272700001,7.353427272700001,,,,,,,9.502,9.502,,,8.3636363635,8.3636363635,,,7.51,7.51,,,6.0,6.0,,,6.5,6.5,,,5.5,5.5,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1355,2014,11,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.202245454500001,7.202245454500001,,,,,,,10.002,10.002,,,6.5227272725,6.5227272725,,,7.51,7.51,,,7.0,7.0,,,8.0,8.0,,,6.0,6.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1356,2016,9,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.8695888889,7.8695888889,,,,,,,9.002,9.002,,,9.4444444445,9.4444444445,,,7.51,7.51,,,5.5,5.5,,,5.5,5.5,,,5.5,5.5,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1357,2015,10,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.1807,7.1807,,,,,,,8.002,8.002,,,7.5,7.5,,,7.51,7.51,,,6.75,6.75,,,8.0,8.0,,,5.5,5.5,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1358,2016,9,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Agata,,,6.552990476200001,6.552990476200001,,,,,,,9.168,9.168,,,7.380952381,7.380952381,,,5.01,5.01,,,4.0,4.0,,,4.0,4.0,,,4.0,4.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1359,2017,8,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.2102,7.2102,,,,,,,8.502,8.502,,,9.0,9.0,,,5.635,5.635,,,6.0,6.0,,,4.0,4.0,,,8.0,8.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1360,2016,9,Masculino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Agata,,,6.8480623189,6.8480623189,,,,,,,8.502,8.502,,,7.0018115945,7.0018115945,,,7.51,7.51,,,5.0,5.0,,,0.0,0.0,,,10.0,10.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1361,2016,9,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.738700000000001,8.738700000000001,,,,,,,9.502,9.502,,,9.375,9.375,,,5.635,5.635,,,10.0,10.0,,,10.0,10.0,,,10.0,10.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1362,2017,8,Masculino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.709200000000001,7.709200000000001,,,,,,,10.002,10.002,,,6.875,6.875,,,5.635,5.635,,,8.5,8.5,,,8.0,8.0,,,9.0,9.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1363,2017,8,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.690800000000001,7.690800000000001,,,,,,,7.418,7.418,,,10.0,10.0,,,5.635,5.635,,,6.5,6.5,,,6.5,6.5,,,6.5,6.5,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1364,2015,10,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.570033333300001,7.570033333300001,,,,,,,8.002,8.002,,,8.4166666665,8.4166666665,,,7.51,7.51,,,8.75,8.75,,,9.5,9.5,,,8.0,8.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1365,2015,10,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.3700333333,7.3700333333,,,,,,,9.002,9.002,,,9.7916666665,9.7916666665,,,6.26,6.26,,,6.5,6.5,,,5.5,5.5,,,7.5,7.5,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1366,2015,10,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Agata,,,6.919852173900001,6.919852173900001,,,,,,,9.002,9.002,,,6.6032608695,6.6032608695,,,7.51,7.51,,,6.5,6.5,,,6.5,6.5,,,6.5,6.5,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1367,2016,9,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.427286956500001,8.427286956500001,,,,,,,10.002,10.002,,,8.3804347825,8.3804347825,,,7.51,7.51,,,8.75,8.75,,,9.0,9.0,,,8.5,8.5,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1368,2016,9,Masculino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.6012,8.6012,,,,,,,7.002,7.002,,,10.0,10.0,,,7.51,7.51,,,9.5,9.5,,,10.0,10.0,,,9.0,9.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1369,2017,8,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.052286956500001,8.052286956500001,,,,,,,8.502,8.502,,,8.6304347825,8.6304347825,,,6.26,6.26,,,8.0,8.0,,,8.0,8.0,,,8.0,8.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1370,2015,10,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.0456444444,8.0456444444,,,,,,,10.002,10.002,,,8.722222222,8.722222222,,,7.51,7.51,,,9.0,9.0,,,10.0,10.0,,,8.0,8.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1371,2013,12,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Agata,,,6.4843521739,6.4843521739,,,,,,,7.502,7.502,,,6.9782608695,6.9782608695,,,7.51,7.51,,,4.5,4.5,,,3.0,3.0,,,6.0,6.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1372,2016,9,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.9632000000000005,7.9632000000000005,,,,,,,9.502,9.502,,,10.0,10.0,,,8.13,8.13,,,4.75,4.75,,,3.0,3.0,,,6.5,6.5,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1373,2015,10,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.577286956500001,7.577286956500001,,,,,,,9.502,9.502,,,8.8804347825,8.8804347825,,,7.51,7.51,,,6.75,6.75,,,6.0,6.0,,,7.5,7.5,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1374,2015,10,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.3707652174,7.3707652174,,,,,,,9.502,9.502,,,9.347826087,9.347826087,,,7.51,7.51,,,5.25,5.25,,,5.0,5.0,,,5.5,5.5,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1375,2015,10,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.101200000000002,8.101200000000002,,,,,,,9.502,9.502,,,10.0,10.0,,,7.51,7.51,,,8.25,8.25,,,10.0,10.0,,,6.5,6.5,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1376,2015,10,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.2742769231,8.2742769231,,,,,,,9.002,9.002,,,9.6153846155,9.6153846155,,,7.51,7.51,,,9.75,9.75,,,10.0,10.0,,,9.5,9.5,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1377,2016,9,Masculino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.8987,7.8987,,,,,,,9.002,9.002,,,10.0,10.0,,,8.13,8.13,,,5.5,5.5,,,5.0,5.0,,,6.0,6.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1378,2014,11,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.6703428571,7.6703428571,,,,,,,9.002,9.002,,,9.2857142855,9.2857142855,,,8.13,8.13,,,6.75,6.75,,,7.5,7.5,,,6.0,6.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1379,2016,9,Masculino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Agata,,,6.638292105300001,6.638292105300001,,,,,,,9.502,9.502,,,8.6842105265,8.6842105265,,,3.755,3.755,,,7.25,7.25,,,8.5,8.5,,,6.0,6.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1380,2016,9,Masculino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.964342230600001,7.964342230600001,,,,,,,9.502,9.502,,,8.784461152999999,8.784461152999999,,,4.385,4.385,,,8.0,8.0,,,10.0,10.0,,,6.0,6.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1381,2016,9,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,9.038200000000002,9.038200000000002,,,,,,,9.502,9.502,,,10.0,10.0,,,8.13,8.13,,,9.5,9.5,,,10.0,10.0,,,9.0,9.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1382,2015,10,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.834830952400001,7.834830952400001,,,,,,,8.502,8.502,,,9.761904762,9.761904762,,,7.51,7.51,,,7.5,7.5,,,8.0,8.0,,,7.0,7.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1383,2016,9,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.3720803259,8.3720803259,,,,,,,8.502,8.502,,,9.2606516295,9.2606516295,,,7.51,7.51,,,8.5,8.5,,,10.0,10.0,,,7.0,7.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1384,2014,11,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Agata,,,6.221984461100001,6.221984461100001,,,,,,,8.002,8.002,,,7.5689223055,7.5689223055,,,7.51,7.51,,,5.0,5.0,,,5.0,5.0,,,5.0,5.0,,,,,,,5.0,5.0,,,Fase 2 (5° e 6° ano)
RA-1385,2015,10,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.7262,7.7262,,,,,,,10.002,10.002,,,10.0,10.0,,,4.385,4.385,,,8.0,8.0,,,9.0,9.0,,,7.0,7.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1386,2016,9,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.803580952400001,7.803580952400001,,,,,,,9.002,9.002,,,9.761904762,9.761904762,,,7.51,7.51,,,7.25,7.25,,,8.5,8.5,,,6.0,6.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1387,2016,9,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.8030796992,7.8030796992,,,,,,,9.502,9.502,,,8.759398496,8.759398496,,,7.51,7.51,,,8.0,8.0,,,9.0,9.0,,,7.0,7.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1388,2016,9,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.015057142799999,7.015057142799999,,,,,,,9.002,9.002,,,8.214285713999999,8.214285713999999,,,6.88,6.88,,,5.0,5.0,,,4.0,4.0,,,6.0,6.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1389,2017,8,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.980533333299999,8.980533333299999,,,,,,,9.002,9.002,,,9.7916666665,9.7916666665,,,6.88,6.88,,,10.0,10.0,,,10.0,10.0,,,10.0,10.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1390,2016,9,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.4930333333,8.4930333333,,,,,,,9.502,9.502,,,9.7916666665,9.7916666665,,,5.005,5.005,,,8.25,8.25,,,8.0,8.0,,,8.5,8.5,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1391,2016,9,Masculino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Topázio,,,8.8435333333,8.8435333333,,,,,,,8.502,8.502,,,9.2916666665,9.2916666665,,,7.51,7.51,,,10.0,10.0,,,10.0,10.0,,,10.0,10.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1392,2015,10,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,,,,Quartzo,,,5.4262,5.4262,,,,,,,9.002,9.002,,,5.625,5.625,,,7.51,7.51,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,5.0,5.0,,,Fase 1 (3° e 4° ano)
RA-1393,2017,8,Feminino,6-9 anos,2024,Ingressante 2024,Pública,,,,,,Ametista,,,7.2597000000000005,7.2597000000000005,,,,,,,9.502,9.502,,,7.5,7.5,,,3.755,3.755,,,5.0,5.0,,,10.0,10.0,,,0.0,0.0,,,,,,,10.0,10.0,,,ALFA (1° e 2° ano)
RA-1394,2013,12,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,1.0,,,Ametista,,,7.503255555500002,7.503255555500002,,,,,,,9.502,9.502,,,8.6944444445,8.6944444445,,,7.51,7.51,,,5.75,5.75,,,5.5,5.5,,,6.0,6.0,,,,,,,5.0,5.0,,,Fase 2 (5° e 6° ano)
RA-1395,2014,11,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,1.0,,,Topázio,,,8.5997833334,8.5997833334,,,,,,,9.502,9.502,,,10.0,10.0,,,7.51,7.51,,,7.75,7.75,,,7.5,7.5,,,8.0,8.0,,,,,,,10.0,10.0,,,Fase 1 (3° e 4° ano)
RA-1396,2013,12,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,1.0,,,Ametista,,,7.8477,7.8477,,,,,,,9.502,9.502,,,10.0,10.0,,,7.51,7.51,,,6.5,6.5,,,6.0,6.0,,,7.0,7.0,,,,,,,5.0,5.0,,,Fase 2 (5° e 6° ano)
RA-1397,2014,11,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,1.0,,,Ametista,,,7.8280333334000005,7.8280333334000005,,,,,,,9.002,9.002,,,10.0,10.0,,,6.26,6.26,,,7.0,7.0,,,7.0,7.0,,,7.0,7.0,,,,,,,5.0,5.0,,,Fase 2 (5° e 6° ano)
RA-1398,2013,12,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,1.0,,,Ametista,,,7.989700527000001,7.989700527000001,,,,,,,6.918,6.918,,,9.555335968,9.555335968,,,7.51,7.51,,,8.0,8.0,,,8.0,8.0,,,8.0,8.0,,,,,,,5.0,5.0,,,Fase 2 (5° e 6° ano)
RA-1399,2013,12,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,1.0,,,Ametista,,,7.438578787899999,7.438578787899999,,,,,,,9.002,9.002,,,9.7727272725,9.7727272725,,,5.005,5.005,,,6.0,6.0,,,6.0,6.0,,,6.0,6.0,,,,,,,5.0,5.0,,,Fase 2 (5° e 6° ano)
RA-1400,2015,10,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,1.0,,,Ametista,,,7.622839525700001,7.622839525700001,,,,,,,8.418,8.418,,,6.6501976285,6.6501976285,,,7.51,7.51,,,7.25,7.25,,,6.5,6.5,,,8.0,8.0,,,,,,,10.0,10.0,,,Fase 1 (3° e 4° ano)
RA-1401,2011,14,Masculino,13-15 anos,2024,Ingressante 2024,Pública,,,1.0,,,Topázio,,,8.1188277778,8.1188277778,,,,,,,6.918,6.918,,,8.888888889,8.888888889,,,7.51,7.51,,,10.0,10.0,,,10.0,10.0,,,10.0,10.0,,,,,,,5.0,5.0,,,Fase 3 (7° e 8° ano)
RA-1402,2014,11,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,1.0,,,Topázio,,,8.588040909100002,8.588040909100002,,,,,,,10.002,10.002,,,9.5454545455,9.5454545455,,,7.51,7.51,,,7.25,7.25,,,7.0,7.0,,,7.5,7.5,,,,,,,10.0,10.0,,,Fase 1 (3° e 4° ano)
RA-1403,2013,12,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,1.0,,,Topázio,,,8.257421861500001,8.257421861500001,,,,,,,9.002,9.002,,,9.3073593075,9.3073593075,,,7.51,7.51,,,8.75,8.75,,,7.5,7.5,,,10.0,10.0,,,,,,,5.0,5.0,,,Fase 2 (5° e 6° ano)
RA-1404,2014,11,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,1.0,,,Topázio,,,8.3971318182,8.3971318182,,,,,,,8.502,8.502,,,9.090909091,9.090909091,,,7.51,7.51,,,7.5,7.5,,,6.0,6.0,,,9.0,9.0,,,,,,,10.0,10.0,,,Fase 1 (3° e 4° ano)
RA-1405,2014,11,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,1.0,,,Topázio,,,8.4749727273,8.4749727273,,,,,,,8.002,8.002,,,8.6363636365,8.6363636365,,,7.51,7.51,,,8.75,8.75,,,8.0,8.0,,,9.5,9.5,,,,,,,10.0,10.0,,,Fase 1 (3° e 4° ano)
RA-1406,2014,11,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,1.0,,,Ametista,,,7.8186772727000005,7.8186772727000005,,,,,,,8.002,8.002,,,8.8636363635,8.8636363635,,,7.51,7.51,,,7.5,7.5,,,5.5,5.5,,,9.5,9.5,,,,,,,5.0,5.0,,,Fase 2 (5° e 6° ano)
RA-1407,2014,11,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,1.0,,,Ametista,,,7.546086363600001,7.546086363600001,,,,,,,10.002,10.002,,,9.318181818,9.318181818,,,7.51,7.51,,,5.75,5.75,,,5.5,5.5,,,6.0,6.0,,,,,,,5.0,5.0,,,Fase 2 (5° e 6° ano)
RA-1408,2013,12,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,1.0,,,Ametista,,,7.626768181800001,7.626768181800001,,,,,,,10.002,10.002,,,8.409090909,8.409090909,,,7.51,7.51,,,6.75,6.75,,,5.5,5.5,,,8.0,8.0,,,,,,,5.0,5.0,,,Fase 2 (5° e 6° ano)
RA-1409,2014,11,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,1.0,,,Ametista,,,7.863131818100001,7.863131818100001,,,,,,,10.002,10.002,,,9.0909090905,9.0909090905,,,7.51,7.51,,,7.25,7.25,,,7.5,7.5,,,7.0,7.0,,,,,,,5.0,5.0,,,Fase 2 (5° e 6° ano)
RA-1410,2013,12,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,1.0,,,Ametista,,,7.5319272727,7.5319272727,,,,,,,9.002,9.002,,,8.1136363635,8.1136363635,,,7.51,7.51,,,6.25,6.25,,,6.5,6.5,,,6.0,6.0,,,,,,,5.0,5.0,,,Fase 2 (5° e 6° ano)
RA-1411,2013,12,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,1.0,,,Agata,,,6.886950000000001,6.886950000000001,,,,,,,9.002,9.002,,,9.5,9.5,,,6.26,6.26,,,2.75,2.75,,,5.5,5.5,,,0.0,0.0,,,,,,,5.0,5.0,,,Fase 2 (5° e 6° ano)
RA-1412,2014,11,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,1.0,,,Topázio,,,9.204671861500001,9.204671861500001,,,,,,,10.002,10.002,,,9.3073593075,9.3073593075,,,7.51,7.51,,,9.75,9.75,,,10.0,10.0,,,9.5,9.5,,,,,,,10.0,10.0,,,Fase 1 (3° e 4° ano)
RA-1413,2012,13,Masculino,13-15 anos,2024,Ingressante 2024,Pública,,,1.0,,,Ametista,,,7.747564718600001,7.747564718600001,,,,,,,9.002,9.002,,,8.593073593,8.593073593,,,7.51,7.51,,,7.25,7.25,,,7.5,7.5,,,7.0,7.0,,,,,,,5.0,5.0,,,Fase 3 (7° e 8° ano)
RA-1414,2014,11,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,1.0,,,Topázio,,,8.840007359300001,8.840007359300001,,,,,,,9.502,9.502,,,9.2965367965,9.2965367965,,,6.885,6.885,,,8.5,8.5,,,10.0,10.0,,,7.0,7.0,,,,,,,10.0,10.0,,,Fase 1 (3° e 4° ano)
RA-1415,2014,11,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,1.0,,,Ametista,,,7.3712454546,7.3712454546,,,,,,,8.002,8.002,,,9.7727272725,9.7727272725,,,6.26,6.26,,,6.75,6.75,,,6.5,6.5,,,7.0,7.0,,,,,,,5.0,5.0,,,Fase 2 (5° e 6° ano)
RA-1416,2012,13,Feminino,13-15 anos,2024,Ingressante 2024,Pública,,,1.0,,,Ametista,,,7.375503030400001,7.375503030400001,,,,,,,8.502,8.502,,,8.2765151515,8.2765151515,,,7.51,7.51,,,7.75,7.75,,,6.5,6.5,,,9.0,9.0,,,,,,,5.0,5.0,,,Fase 2 (5° e 6° ano)
RA-1417,2014,11,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,1.0,,,Ametista,,,7.7436242424,7.7436242424,,,,,,,9.002,9.002,,,9.337121212,9.337121212,,,7.51,7.51,,,9.0,9.0,,,10.0,10.0,,,8.0,8.0,,,,,,,5.0,5.0,,,Fase 2 (5° e 6° ano)
RA-1418,2013,12,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,1.0,,,Ametista,,,7.7352909091000015,7.7352909091000015,,,,,,,8.502,8.502,,,9.128787879,9.128787879,,,7.51,7.51,,,8.25,8.25,,,8.5,8.5,,,8.0,8.0,,,,,,,5.0,5.0,,,Fase 2 (5° e 6° ano)
RA-1419,2014,11,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,1.0,,,Topázio,,,8.7536999999,8.7536999999,,,,,,,8.502,8.502,,,10.0,10.0,,,7.51,7.51,,,7.5,7.5,,,6.0,6.0,,,9.0,9.0,,,,,,,10.0,10.0,,,Fase 1 (3° e 4° ano)
RA-1420,2012,13,Masculino,13-15 anos,2024,Ingressante 2024,Pública,,,1.0,,,Quartzo,,,5.6558,5.6558,,,,,,,7.918,7.918,,,5.520833333500001,5.520833333500001,,,6.26,6.26,,,4.5,4.5,,,5.0,5.0,,,4.0,4.0,,,,,,,5.0,5.0,,,Fase 3 (7° e 8° ano)
RA-1421,2013,12,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,1.0,,,Ametista,,,7.126922222200001,7.126922222200001,,,,,,,9.002,9.002,,,6.777777778,6.777777778,,,7.51,7.51,,,7.5,7.5,,,8.0,8.0,,,7.0,7.0,,,,,,,5.0,5.0,,,Fase 2 (5° e 6° ano)
RA-1422,2013,12,Feminino,10-12 anos,2024,Ingressante 2024,Pública,,,1.0,,,Ametista,,,7.0132,7.0132,,,,,,,9.502,9.502,,,7.5,7.5,,,7.51,7.51,,,4.75,4.75,,,0.0,0.0,,,9.5,9.5,,,,,,,5.0,5.0,,,Fase 2 (5° e 6° ano)
RA-1423,2013,12,Masculino,10-12 anos,2024,Ingressante 2024,Pública,,,1.0,,,Agata,,,6.403450000000001,6.403450000000001,,,,,,,8.502,8.502,,,5.3125,5.3125,,,7.51,7.51,,,5.75,5.75,,,4.0,4.0,,,7.5,7.5,,,,,,,5.0,5.0,,,Fase 2 (5° e 6° ano)
RA-1424,2012,13,Feminino,13-15 anos,2024,Ingressante 2024,Pública,,,1.0,,,Ametista,,,7.5543388889,7.5543388889,,,,,,,9.002,9.002,,,8.9444444445,8.9444444445,,,7.51,7.51,,,7.25,7.25,,,7.5,7.5,,,7.0,7.0,,,,,,,5.0,5.0,,,Fase 2 (5° e 6° ano)
