RA,ano_nascimento,idade_atual,genero,faixa_etaria,ano_ingresso,status,instituicao_ensino,fase_2022,fase_2023,fase_2024,pedra_2022,pedra_2023,pedra_2024,inde_2022,inde_2023,inde_2024,inde_media,classificacao_geral_2022,classificacao_geral_2023,classificacao_geral_2024,classificacao_geral_media,autoavaliacao_2022,autoavaliacao_2023,autoavaliacao_2024,autoavaliacao_media,engajamento_2022,engajamento_2023,engajamento_2024,engajamento_media,psicossocial_2022,psicossocial_2023,psicossocial_2024,psicossocial_media,aprendizagem_2022,aprendizagem_2023,aprendizagem_2024,aprendizagem_media,matematica_2022,matematica_2023,matematica_2024,matematica_media,portugues_2022,portugues_2023,portugues_2024,portugues_media,ingles_2022,ingles_2023,ingles_2024,ingles_media,adequacao_nivel_2022,adequacao_nivel_2023,adequacao_nivel_2024,adequacao_nivel_media,fase_ideal_2022,fase_ideal_2023,fase_ideal_2024
RA-63,2006,19,Masculino,18+ anos,2018,Veterano,Rede Decisão | Pública,5.0,6.0,,Topázio,Topázio,,8.282,8.0641,,8.0641,64.0,,,64.0,8.3,6.7,,6.7,9.1,9.0,,9.0,8.8,6.89,,6.89,8.7,8.7,,8.7,8.2,9.3,,9.3,8.2,7.3,,7.3,9.7,9.5,,9.5,5.0,5.0,,5.0,Fase 6 (2º EM),Fase 7 (3° EM),
RA-64,2006,19,Feminino,18+ anos,2021,Veterano,Escola Pública | Privada - Programa de Apadrinhamento,5.0,6.0,7.0,Ametista,Ametista,Topázio,7.368,7.452541667,8.743607059266667,7.854716242088888,372.0,,,372.0,7.1,7.5,10.002,8.200666666666667,8.1,9.2,8.980785296666667,8.760261765555555,8.1,6.89,8.135,7.708333333333333,7.5,6.7,8.166666666666666,7.455555555555556,4.8,7.0,8.0,6.6000000000000005,8.2,6.0,6.5,6.8999999999999995,9.4,7.2,10.0,8.866666666666667,5.0,5.0,10.0,6.666666666666667,Fase 6 (2º EM),Fase 7 (3° EM),Fase 7 (3° EM)
RA-65,2005,20,Feminino,18+ anos,2022,Veterano,Escola Pública,5.0,,,Ametista,,,7.712,,,7.712,232.0,,,232.0,8.3,,,8.3,7.7,,,7.7,7.5,,,7.5,9.3,,,9.3,9.0,,,9.0,9.5,,,9.5,9.5,,,9.5,5.0,,,5.0,Fase 7 (3º EM),,
RA-66,2005,20,Feminino,18+ anos,2022,Veterano,Escola Pública,5.0,,,Quartzo,,,5.665,,,5.665,768.0,,,768.0,7.5,,,7.5,5.6,,,5.6,7.5,,,7.5,4.5,,,4.5,3.0,,,3.0,6.0,,,6.0,,,,,5.0,,,5.0,Fase 7 (3º EM),,
RA-67,2006,19,Feminino,18+ anos,2019,Veterano,Escola Pública,5.0,,,Quartzo,,,5.195,,,5.195,812.0,,,812.0,5.8,,,5.8,3.0,,,3.0,7.5,,,7.5,3.6,,,3.6,3.0,,,3.0,4.2,,,4.2,3.5,,,3.5,5.0,,,5.0,Fase 6 (2º EM),,
RA-68,2006,19,Menino,18+ anos,2019,Veterano,Escola Pública,5.0,,,Ágata,,,6.438,,,6.438,653.0,,,653.0,8.3,,,8.3,6.0,,,6.0,7.5,,,7.5,4.0,,,4.0,4.7,,,4.7,4.8,,,4.8,2.7,,,2.7,5.0,,,5.0,Fase 6 (2º EM),,
RA-69,2006,19,Menino,18+ anos,2018,Veterano,Escola Pública,5.0,,,Quartzo,,,5.718,,,5.718,756.0,,,756.0,8.3,,,8.3,6.1,,,6.1,7.5,,,7.5,2.5,,,2.5,4.7,,,4.7,2.6,,,2.6,0.3,,,0.3,5.0,,,5.0,Fase 6 (2º EM),,
RA-70,2006,19,Feminino,18+ anos,2017,Veterano,Escola Pública | Pública,5.0,5.0,,Quartzo,Agata,,5.712,6.869133333,,6.869133333,757.0,,,757.0,8.8,9.2,,9.2,6.6,9.2,,9.2,5.0,5.0,,5.0,2.9,4.3,,4.3,5.7,3.0,,3.0,2.9,3.5,,3.5,0.2,6.3,,6.3,5.0,5.0,,5.0,Fase 6 (2º EM),Fase 7 (3° EM),
RA-71,2005,20,Feminino,18+ anos,2019,Veterano,Escola Pública | Pública,5.0,6.0,,Quartzo,Ametista,,4.332,7.3651,,7.3651,846.0,,,846.0,7.9,6.7,,6.7,2.0,9.8,,9.8,7.5,6.26,,6.26,1.2,6.6,,6.6,1.3,7.3,,7.3,2.2,5.5,,5.5,0.0,7.0,,7.0,5.0,5.0,,5.0,Fase 7 (3º EM),Fase 8 (Universitários),
RA-72,2005,20,Feminino,18+ anos,2022,Veterano,Escola Pública,5.0,,,Ametista,,,7.64,,,7.64,259.0,,,259.0,8.3,,,8.3,7.5,,,7.5,7.5,,,7.5,7.8,,,7.8,7.5,,,7.5,7.8,,,7.8,8.0,,,8.0,5.0,,,5.0,Fase 7 (3º EM),,
RA-73,2005,20,Feminino,18+ anos,2022,Veterano,Escola Pública,5.0,,,Quartzo,,,5.271,,,5.271,804.0,,,804.0,7.1,,,7.1,3.0,,,3.0,7.5,,,7.5,3.3,,,3.3,4.5,,,4.5,3.0,,,3.0,2.3,,,2.3,5.0,,,5.0,Fase 7 (3º EM),,
RA-74,2006,19,Menino,18+ anos,2022,Veterano,Escola Pública,5.0,,,Quartzo,,,4.989,,,4.989,820.0,,,820.0,9.6,,,9.6,3.3,,,3.3,7.5,,,7.5,2.0,,,2.0,6.0,,,6.0,0.0,,,0.0,0.0,,,0.0,5.0,,,5.0,Fase 6 (2º EM),,
RA-75,2006,19,Feminino,18+ anos,2022,Veterano,Escola Pública,5.0,,,Quartzo,,,3.915,,,3.915,855.0,,,855.0,5.4,,,5.4,3.8,,,3.8,6.3,,,6.3,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,5.0,,,5.0,Fase 6 (2º EM),,
RA-76,2007,18,Feminino,18+ anos,2021,Veterano,Rede Decisão | Privada *Parcerias com Bolsa 100%,5.0,7.0,7.0,Topázio,,Topázio,9.105,,8.152033333333334,8.152033333333334,3.0,,,3.0,10.0,10.0,10.002,10.000666666666667,9.1,,9.0,9.0,8.1,2.52,6.885,5.835,8.7,,7.066666666666666,7.066666666666666,9.3,,7.3,7.3,8.3,,7.8,7.8,8.4,,6.1,6.1,10.0,10.0,10.0,10.0,Fase 5 (1º EM),Fase 5 (1° EM),Fase 5 (1° EM)
RA-77,2006,19,Menino,18+ anos,2019,Veterano,Escola Pública,5.0,,,Quartzo,,,3.846,,,3.846,857.0,,,857.0,7.1,,,7.1,2.7,,,2.7,5.0,,,5.0,0.7,,,0.7,0.3,,,0.3,1.8,,,1.8,0.0,,,0.0,5.0,,,5.0,Fase 6 (2º EM),,
RA-78,2005,20,Feminino,18+ anos,2021,Veterano,Rede Decisão | Privada - Programa de Apadrinhamento,5.0,6.0,7.0,Ametista,Agata,Topázio,7.04,6.434625,8.1780308688,7.217551956266667,475.0,,,475.0,8.3,0.0,8.751,5.683666666666667,6.6,7.7,8.028404344,7.442801448,5.6,6.26,8.755,6.871666666666667,7.2,6.7,7.5,7.133333333333333,8.7,8.5,6.5,7.8999999999999995,5.7,4.8,6.0,5.5,7.3,6.8,10.0,8.033333333333333,5.0,5.0,10.0,6.666666666666667,Fase 7 (3º EM),Fase 8 (Universitários),Fase 7 (3° EM)
RA-79,2006,19,Feminino,18+ anos,2018,Veterano,Rede Decisão | Privada - Programa de Apadrinhamento,5.0,6.0,,Ágata,Agata,,6.847,6.635883333,,6.635883333,541.0,,,541.0,5.4,5.8,,5.8,6.3,6.2,,6.2,5.6,5.0,,5.0,8.9,7.6,,7.6,9.5,6.0,,6.0,7.7,7.7,,7.7,9.5,9.0,,9.0,5.0,5.0,,5.0,Fase 6 (2º EM),Fase 7 (3° EM),
RA-80,2006,19,Feminino,18+ anos,2021,Veterano,Rede Decisão | Privada - Programa de Apadrinhamento,5.0,6.0,7.0,Ametista,Ametista,Topázio,7.29,7.252275,8.131659175733333,7.557978058577778,397.0,,,397.0,9.2,8.3,8.751,8.750333333333332,8.3,8.4,7.8961292116666675,8.198709737222224,5.0,6.89,8.13,6.673333333333335,7.1,6.3,7.0,6.8,6.5,8.2,5.0,6.566666666666666,7.7,5.7,6.0,6.466666666666666,7.3,5.0,10.0,7.433333333333334,5.0,5.0,10.0,6.666666666666667,Fase 6 (2º EM),Fase 7 (3° EM),Fase 7 (3° EM)
RA-81,2008,17,Feminino,16-17 anos,2021,Veterano,Rede Decisão | Privada - Programa de Apadrinhamento,5.0,5.0,6.0,Ametista,Ametista,Topázio,7.675,7.45425,8.256566666666668,7.795272222222223,247.0,,,247.0,9.2,9.6,9.168,9.322666666666665,9.2,8.8,9.333333333333334,9.111111111111112,5.0,2.52,6.26,4.593333333333333,6.0,6.3,7.5,6.6000000000000005,5.5,8.7,9.0,7.733333333333333,5.2,4.7,6.5,5.466666666666666,7.3,5.5,7.0,6.6000000000000005,10.0,10.0,10.0,10.0,Fase 4 (9º ano),Fase 5 (1° EM),Fase 6 (2° EM)
RA-82,2005,20,Feminino,18+ anos,2022,Veterano,Escola Pública,5.0,,,Ágata,,,6.596,,,6.596,628.0,,,628.0,8.8,,,8.8,6.8,,,6.8,7.5,,,7.5,5.5,,,5.5,6.0,,,6.0,5.0,,,5.0,,,,,5.0,,,5.0,Fase 7 (3º EM),,
RA-83,2005,20,Feminino,18+ anos,2022,Veterano,Escola Pública,5.0,,,Ágata,,,6.671,,,6.671,598.0,,,598.0,7.9,,,7.9,6.8,,,6.8,7.5,,,7.5,6.8,,,6.8,6.0,,,6.0,7.5,,,7.5,,,,,5.0,,,5.0,Fase 7 (3º EM),,
RA-84,2005,20,Feminino,18+ anos,2018,Veterano,Rede Decisão | Privada - Programa de Apadrinhamento,5.0,6.0,,Ágata,Agata,,6.682,6.034416667,,6.034416667,596.0,,,596.0,7.1,0.0,,0.0,8.8,8.8,,8.8,5.0,2.52,,2.52,5.8,6.0,,6.0,5.7,6.8,,6.8,6.5,5.8,,5.8,5.2,5.5,,5.5,5.0,5.0,,5.0,Fase 7 (3º EM),Fase 8 (Universitários),
RA-85,2007,18,Masculino,18+ anos,2022,Veterano,Escola Pública | Pública,5.0,5.0,5.0,Ágata,Ametista,Agata,6.243,7.08435,6.999509385733333,6.775619795244444,697.0,,,697.0,6.7,8.8,8.334,7.9446666666666665,7.3,8.9,8.668046928999999,8.289348976333333,5.0,6.27,3.755,5.008333333333333,4.3,5.7,7.666666666666667,5.888888888888889,5.0,5.8,9.0,6.6000000000000005,3.5,3.8,4.5,3.9333333333333336,,7.5,9.5,9.5,10.0,5.0,5.0,6.666666666666667,Fase 5 (1º EM),Fase 6 (2° EM),Fase 7 (3° EM)
RA-86,2006,19,Masculino,18+ anos,2021,Veterano,Rede Decisão | Privada *Parcerias com Bolsa 100%,5.0,7.0,7.0,Ametista,,Ametista,7.566,,7.611233333266666,7.611233333266666,286.0,,,286.0,7.5,8.3,6.667,7.489,9.6,,9.704333333,9.704333333,5.6,6.89,6.57,6.353333333333333,6.7,,5.483333333333333,5.483333333333333,6.2,,6.35,6.35,7.2,,6.3,6.3,6.9,,3.8,3.8,5.0,10.0,10.0,8.333333333333334,Fase 6 (2º EM),Fase 7 (3° EM),Fase 7 (3° EM)
RA-87,2007,18,Masculino,18+ anos,2021,Veterano,Rede Decisão | Privada - Programa de Apadrinhamento,5.0,6.0,7.0,Topázio,Topázio,Topázio,8.712,8.6625,9.437924561333332,8.937474853777777,15.0,,,15.0,8.3,7.5,8.751,8.183666666666667,9.6,10.0,9.649122807,9.749707602333332,7.5,5.63,9.375,7.501666666666666,8.8,9.3,9.166666666666666,9.088888888888889,8.3,9.5,10.0,9.266666666666667,8.0,8.7,7.5,8.066666666666666,10.0,9.7,10.0,9.9,10.0,10.0,10.0,10.0,Fase 5 (1º EM),Fase 6 (2° EM),Fase 6 (2° EM)
RA-88,2005,20,Masculino,18+ anos,2021,Veterano,Escola Pública | Privada - Pagamento por *Empresa Parceira | Privada *Parcerias com Bolsa 100%,5.0,8.0,8.0,Ametista,,,7.498,,,7.498,312.0,,,312.0,7.1,,,7.1,9.2,,0.0,0.0,5.6,,,5.6,6.5,,,6.5,6.8,,,6.8,6.2,,,6.2,6.4,,,6.4,5.0,10.0,10.0,8.333333333333334,Fase 7 (3º EM),Fase 8 (Universitários),Fase 8 (Universitários)
RA-89,2006,19,Masculino,18+ anos,2021,Veterano,Escola Pública | Pública,5.0,6.0,,Ametista,Agata,,7.323,6.700775,,6.700775,383.0,,,383.0,9.6,8.3,,8.3,7.8,8.1,,8.1,7.5,5.0,,5.0,5.9,5.1,,5.1,7.5,6.3,,6.3,5.7,2.3,,2.3,4.7,6.7,,6.7,5.0,5.0,,5.0,Fase 6 (2º EM),Fase 7 (3° EM),
RA-90,2009,16,Feminino,16-17 anos,2021,Veterano,Rede Decisão | Privada - Programa de Apadrinhamento | Privada *Parcerias com Bolsa 100%,5.0,5.0,7.0,Topázio,Topázio,Topázio,9.442,8.699408333,8.352033333333335,8.831147222111111,1.0,,,1.0,10.0,10.0,10.002,10.000666666666667,9.7,9.6,9.0,9.433333333333332,9.4,7.52,6.885,7.935,8.5,7.7,8.066666666666666,8.088888888888889,7.7,6.7,7.7,7.366666666666667,8.0,6.8,8.3,7.7,9.8,9.5,8.2,9.166666666666666,10.0,10.0,10.0,10.0,Fase 3 (7º e 8º ano),Fase 4 (9° ano),Fase 5 (1° EM)
RA-91,2006,19,Feminino,18+ anos,2021,Veterano,Rede Decisão | Privada - Programa de Apadrinhamento,5.0,6.0,6.0,Ágata,Ametista,Ametista,6.645,7.42395,7.426704761933335,7.165218253977778,608.0,,,608.0,9.2,10.0,10.002,9.734,5.7,7.4,7.476190476333334,6.858730158777778,5.6,6.89,5.635,6.041666666666667,6.6,7.4,7.333333333333333,7.111111111111111,5.5,9.5,9.0,8.0,5.7,5.0,4.0,4.8999999999999995,8.5,7.7,9.0,8.4,5.0,5.0,5.0,5.0,Fase 6 (2º EM),Fase 7 (3° EM),Fase 7 (3° EM)
RA-92,2006,19,Feminino,18+ anos,2021,Veterano,Rede Decisão | Privada - Programa de Apadrinhamento,5.0,6.0,7.0,Ágata,Ametista,Topázio,6.957,7.375916667,8.052279017,7.461731894666666,501.0,,,501.0,9.2,9.6,10.002,9.600666666666667,7.1,9.4,8.769145085,8.423048361666666,5.0,5.63,7.51,6.046666666666667,7.4,6.7,7.5,7.2,7.8,8.7,8.0,8.166666666666666,5.5,4.8,5.0,5.1000000000000005,8.8,6.7,9.5,8.333333333333334,5.0,5.0,10.0,6.666666666666667,Fase 6 (2º EM),Fase 7 (3° EM),Fase 7 (3° EM)
RA-93,2007,18,Feminino,18+ anos,2021,Veterano,Rede Decisão | Privada - Programa de Apadrinhamento,5.0,7.0,7.0,Topázio,,Topázio,8.941,,8.275550000066668,8.275550000066668,6.0,,,6.0,8.3,7.9,9.168,8.456000000000001,9.7,,9.931666667,9.931666667,8.1,3.14,6.2575,5.8325000000000005,8.5,,7.483333333333333,7.483333333333333,8.8,,6.75,6.75,8.3,,7.2,7.2,8.4,,8.5,8.5,10.0,10.0,10.0,10.0,Fase 5 (1º EM),Fase 6 (2° EM),Fase 6 (2° EM)
RA-94,2007,18,Feminino,18+ anos,2021,Veterano,Rede Decisão | Privada - Programa de Apadrinhamento,5.0,5.0,6.0,Topázio,Ametista,Topázio,8.921,7.289333333,8.637033333333335,8.282455555444445,7.0,,,7.0,8.3,7.5,10.002,8.600666666666667,9.6,9.6,9.666666666666666,9.622222222222222,8.1,2.52,6.26,5.626666666666666,7.7,7.2,8.0,7.633333333333333,7.0,7.7,7.0,7.233333333333333,6.7,4.8,7.0,6.166666666666667,9.5,9.0,10.0,9.5,10.0,5.0,10.0,8.333333333333334,Fase 5 (1º EM),Fase 6 (2° EM),Fase 6 (2° EM)
RA-95,2005,20,Feminino,18+ anos,2022,Veterano,Escola Pública,5.0,,,Ágata,,,6.308,,,6.308,685.0,,,685.0,8.3,,,8.3,6.6,,,6.6,7.5,,,7.5,4.8,,,4.8,6.0,,,6.0,8.0,,,8.0,0.5,,,0.5,5.0,,,5.0,Fase 7 (3º EM),,
RA-96,2006,19,Masculino,18+ anos,2021,Veterano,Escola Pública | Privada - Programa de Apadrinhamento | Concluiu o 3º EM,5.0,6.0,8.0,Ametista,Ametista,,7.54,7.610791667,,7.610791667,295.0,,,295.0,9.2,9.6,,9.6,7.8,8.9,0.0,5.566666666666666,6.9,7.52,,7.52,6.7,6.4,,6.4,5.7,6.8,,6.8,6.5,4.8,,4.8,8.0,7.7,,7.7,5.0,5.0,10.0,6.666666666666667,Fase 6 (2º EM),Fase 7 (3° EM),Fase 8 (Universitários)
RA-97,2007,18,Feminino,18+ anos,2017,Veterano,Rede Decisão,5.0,,,Ametista,,,7.468,,,7.468,328.0,,,328.0,7.5,,,7.5,8.8,,,8.8,5.0,,,5.0,6.9,,,6.9,5.3,,,5.3,6.7,,,6.7,8.8,,,8.8,10.0,,,10.0,Fase 5 (1º EM),,
RA-98,2007,18,Feminino,18+ anos,2021,Veterano,Rede Decisão | Privada *Parcerias com Bolsa 100%,5.0,7.0,7.0,Topázio,,Topázio,9.354,,8.617450000000002,8.617450000000002,2.0,,,2.0,8.8,7.9,9.585,8.761666666666668,10.0,,9.546,9.546,9.4,2.52,7.1975,6.3725,8.5,,8.9,8.9,8.4,,9.2,9.2,8.2,,8.9,8.9,8.9,,8.6,8.6,10.0,10.0,10.0,10.0,Fase 5 (1º EM),Fase 5 (1° EM),Fase 6 (2° EM)
RA-99,2006,19,Masculino,18+ anos,2019,Veterano,Escola Pública | Pública,5.0,6.0,,Ágata,Agata,,6.158,6.68045,,6.68045,701.0,,,701.0,8.8,7.9,,7.9,6.3,8.3,,8.3,7.5,5.63,,5.63,5.0,4.5,,4.5,5.7,4.7,,4.7,3.4,4.0,,4.0,5.8,4.8,,4.8,5.0,5.0,,5.0,Fase 6 (2º EM),Fase 7 (3° EM),
RA-100,2009,16,Feminino,16-17 anos,2019,Veterano,Rede Decisão,4.0,,,Ametista,,,7.618,,,7.618,268.0,,,268.0,8.8,,,8.8,7.8,,,7.8,5.0,,,5.0,7.6,,,7.6,7.0,,,7.0,7.8,,,7.8,8.1,,,8.1,10.0,,,10.0,Fase 3 (7º e 8º ano),,
RA-101,2007,18,Feminino,18+ anos,2021,Veterano,Escola Pública,4.0,,,Ametista,,,7.305,,,7.305,387.0,,,387.0,7.9,,,7.9,8.3,,,8.3,7.5,,,7.5,7.6,,,7.6,7.2,,,7.2,6.5,,,6.5,9.2,,,9.2,5.0,,,5.0,Fase 5 (1º EM),,
RA-102,2008,17,Menino,16-17 anos,2019,Veterano,Escola Pública,4.0,,,Ágata,,,6.922,,,6.922,519.0,,,519.0,6.7,,,6.7,7.7,,,7.7,6.9,,,6.9,5.7,,,5.7,4.7,,,4.7,6.8,,,6.8,5.5,,,5.5,10.0,,,10.0,Fase 4 (9º ano),,
RA-103,2009,16,Feminino,16-17 anos,2021,Veterano,Rede Decisão | Privada - Programa de Apadrinhamento,4.0,5.0,5.0,Topázio,Topázio,Topázio,8.107,8.0239,8.775268254,8.302056084666665,114.0,,,114.0,7.9,8.3,8.334,8.178,8.7,9.2,9.603174603333335,9.167724867777778,7.5,5.0,6.26,6.253333333333333,7.3,7.1,9.166666666666666,7.855555555555554,7.3,7.3,9.0,7.866666666666667,7.3,6.3,9.0,7.533333333333334,7.3,7.7,9.5,8.166666666666666,10.0,10.0,10.0,10.0,Fase 3 (7º e 8º ano),Fase 4 (9° ano),Fase 5 (1° EM)
RA-104,2004,21,Masculino,18+ anos,2022,Veterano,Escola Pública | Pública,4.0,5.0,,Ágata,Quartzo,,6.315,4.25,,4.25,681.0,,,681.0,7.9,0.0,,0.0,8.7,7.7,,7.7,7.5,2.52,,2.52,3.7,2.6,,2.6,4.8,3.7,,3.7,5.8,1.8,,1.8,0.3,2.3,,2.3,2.5,2.5,,2.5,Fase 8 (Universitários),Fase 8 (Universitários),
RA-105,2005,20,Menino,18+ anos,2016,Veterano,Rede Decisão,4.0,,,Ágata,,,6.846,,,6.846,542.0,,,542.0,7.9,,,7.9,8.2,,,8.2,5.6,,,5.6,6.7,,,6.7,7.2,,,7.2,6.2,,,6.2,6.8,,,6.8,2.5,,,2.5,Fase 7 (3º EM),,
RA-106,2007,18,Feminino,18+ anos,2021,Veterano,Rede Decisão | Privada - Programa de Apadrinhamento,4.0,5.0,6.0,Ametista,Ametista,Ametista,7.973,7.769658333,7.721664285733334,7.821440872911111,148.0,,,148.0,9.2,7.9,9.168,8.756,8.0,9.1,8.761904762,8.620634920666667,9.4,5.0,5.635,6.678333333333334,7.4,7.3,5.666666666666667,6.788888888888889,7.8,6.7,7.0,7.166666666666667,7.2,6.8,3.5,5.833333333333333,7.2,8.3,6.5,7.333333333333333,5.0,10.0,10.0,8.333333333333334,Fase 5 (1º EM),Fase 5 (1° EM),Fase 6 (2° EM)
RA-107,2007,18,Feminino,18+ anos,2021,Veterano,Escola Pública | Pública,4.0,5.0,5.0,Ágata,Agata,Agata,6.258,6.845208333,6.676130827066667,6.593113053355556,693.0,,,693.0,7.5,0.0,7.5,5.0,6.4,8.5,7.9949874686666655,7.631662489555556,7.5,5.0,7.51,6.669999999999999,4.6,7.0,4.666666666666667,5.422222222222222,3.3,6.0,0.0,3.1,4.3,5.2,4.5,4.666666666666667,6.0,9.7,9.5,8.4,5.0,10.0,5.0,6.666666666666667,Fase 5 (1º EM),Fase 5 (1° EM),Fase 6 (2° EM)
RA-108,2005,20,Feminino,18+ anos,2019,Veterano,Escola Pública | Concluiu o 3º EM,4.0,5.0,,Quartzo,Quartzo,,5.547,4.9308,,4.9308,784.0,,,784.0,4.6,5.8,,5.8,7.7,7.3,,7.3,5.0,2.52,,2.52,5.0,2.9,,2.9,3.0,2.7,,2.7,5.8,3.2,,3.2,6.2,2.8,,2.8,2.5,5.0,,5.0,Fase 7 (3º EM),Fase 7 (3° EM),
RA-109,2006,19,Masculino,18+ anos,2021,Veterano,Rede Decisão | Privada - Programa de Apadrinhamento,4.0,6.0,,Topázio,Topázio,,8.512,8.3184,,8.3184,33.0,,,33.0,8.8,8.3,,8.3,10.0,9.9,,9.9,8.8,7.52,,7.52,8.4,8.3,,8.3,7.8,7.0,,7.0,7.5,8.2,,8.2,9.9,9.7,,9.7,5.0,5.0,,5.0,Fase 6 (2º EM),Fase 7 (3° EM),
RA-110,2008,17,Masculino,16-17 anos,2021,Veterano,Rede Decisão | Privada - Programa de Apadrinhamento,4.0,5.0,5.0,Topázio,Topázio,Topázio,8.15,8.0879,8.6324939394,8.290131313133333,100.0,,,100.0,9.2,8.3,9.168,8.889333333333333,9.7,8.6,9.696969697,9.332323232333332,5.6,5.0,6.255,5.618333333333333,6.7,7.5,8.5,7.566666666666666,8.3,8.3,10.0,8.866666666666667,5.7,6.2,7.0,6.3,6.0,8.0,8.5,7.5,10.0,10.0,10.0,10.0,Fase 4 (9º ano),Fase 5 (1° EM),Fase 5 (1° EM)
RA-111,2009,16,Feminino,16-17 anos,2021,Veterano,Rede Decisão | Privada - Programa de Apadrinhamento,4.0,5.0,5.0,Topázio,Ametista,Topázio,8.646,7.566458333,8.667693939400001,8.293384090800002,22.0,,,22.0,7.5,7.5,9.168,8.056,9.4,8.7,9.488636363666666,9.196212121222223,8.1,5.0,6.26,6.453333333333333,8.0,6.0,8.333333333333334,7.4444444444444455,6.7,6.0,8.0,6.8999999999999995,7.5,5.2,7.0,6.566666666666666,9.7,6.7,10.0,8.799999999999999,10.0,10.0,10.0,10.0,Fase 3 (7º e 8º ano),Fase 4 (9° ano),Fase 5 (1° EM)
RA-112,2007,18,Feminino,18+ anos,2021,Veterano,Rede Decisão | Privada - Programa de Apadrinhamento,4.0,5.0,6.0,Ametista,Ametista,Topázio,7.836,7.141308333,8.052609920666667,7.676639417888889,189.0,,,189.0,7.9,6.7,7.083,7.227666666666667,7.8,8.1,7.978174603333333,7.9593915344444435,6.3,5.0,7.51,6.2700000000000005,8.5,7.4,8.0,7.966666666666666,9.0,7.3,9.5,8.6,7.5,6.5,6.0,6.666666666666667,9.1,8.3,8.5,8.633333333333333,5.0,5.0,10.0,6.666666666666667,Fase 5 (1º EM),Fase 6 (2° EM),Fase 6 (2° EM)
RA-113,2007,18,Feminino,18+ anos,2021,Veterano,Rede Decisão | Pública,4.0,,5.0,Quartzo,,Ametista,3.032,,7.043536903066667,7.043536903066667,862.0,,,862.0,0.0,,8.751,8.751,0.0,,7.063851181666667,7.063851181666667,5.0,,7.51,7.51,3.7,,6.666666666666667,6.666666666666667,3.3,,7.0,7.0,5.5,,6.0,6.0,2.3,,7.0,7.0,5.0,,5.0,5.0,Fase 5 (1º EM),,Fase 6 (2° EM)
RA-114,2006,19,Masculino,18+ anos,2022,Veterano,Escola Pública | Pública,4.0,5.0,,Quartzo,Quartzo,,5.894,5.335,,5.335,738.0,,,738.0,7.9,0.0,,0.0,6.3,6.0,,6.0,7.5,3.14,,3.14,5.3,5.6,,5.6,6.0,4.0,,4.0,4.5,4.5,,4.5,,8.3,,8.3,5.0,5.0,,5.0,Fase 6 (2º EM),Fase 7 (3° EM),
RA-115,2006,19,Feminino,18+ anos,2021,Veterano,Escola Pública | Pública,4.0,5.0,5.0,Quartzo,Agata,Quartzo,5.886,6.319141667,5.404184695733334,5.8697754542444445,740.0,,,740.0,8.3,8.8,7.917,8.339,6.8,7.1,4.164756812,6.021585603999999,6.3,5.0,6.26,5.853333333333334,3.8,4.2,4.166666666666667,4.055555555555556,3.0,3.7,6.5,4.3999999999999995,5.7,3.8,4.5,4.666666666666667,2.7,5.2,1.5,3.1333333333333333,5.0,5.0,5.0,5.0,Fase 6 (2º EM),Fase 6 (2° EM),Fase 7 (3° EM)
RA-116,2006,19,Feminino,18+ anos,2021,Veterano,Escola Pública | Pública,4.0,5.0,5.0,Ágata,Agata,Agata,6.854,6.433075,6.337470707133334,6.541515235711111,538.0,,,538.0,5.8,6.7,8.334,6.9446666666666665,8.1,7.6,7.535353535666666,7.745117845222222,6.3,5.0,5.635,5.6450000000000005,5.9,4.7,4.5,5.033333333333334,5.0,2.3,6.5,4.6000000000000005,7.2,5.0,2.0,4.733333333333333,5.5,6.8,5.0,5.766666666666667,5.0,5.0,5.0,5.0,Fase 6 (2º EM),Fase 7 (3° EM),Fase 7 (3° EM)
RA-117,2007,18,Feminino,18+ anos,2022,Veterano,Escola Pública,4.0,,,Ágata,,,6.685,,,6.685,593.0,,,593.0,7.9,,,7.9,6.3,,,6.3,6.9,,,6.9,6.1,,,6.1,4.7,,,4.7,6.7,,,6.7,7.0,,,7.0,5.0,,,5.0,Fase 5 (1º EM),,
RA-118,2008,17,Feminino,16-17 anos,2021,Veterano,Escola Pública,4.0,,,Quartzo,,,5.597,,,5.597,775.0,,,775.0,0.0,,,0.0,5.3,,,5.3,6.3,,,6.3,3.9,,,3.9,3.7,,,3.7,4.7,,,4.7,3.5,,,3.5,10.0,,,10.0,Fase 4 (9º ano),,
RA-119,2008,17,Feminino,16-17 anos,2021,Veterano,Rede Decisão | Privada - Programa de Apadrinhamento,4.0,7.0,7.0,Ametista,,Topázio,7.501,,8.085299999933333,8.085299999933333,311.0,,,311.0,8.3,6.7,7.083,7.361,8.2,,9.983333333,9.983333333,5.6,2.52,6.57,4.8966666666666665,5.4,,7.366666666666667,7.366666666666667,5.7,,6.05,6.05,7.0,,7.5,7.5,3.4,,8.55,8.55,10.0,10.0,10.0,10.0,Fase 4 (9º ano),Fase 5 (1° EM),Fase 6 (2° EM)
